Date,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,2024/11/13,
303.00,0.01,0.02,0.03,0.03,0.01,0.00,0.00,0.03,0.01,0.00,0.01,0.04,0.02,0.01,0.02,0.03,0.01,0.03,0.03,0.01,0.04,0.03,0.02,0.01,0.03,0.03,0.02,0.01,0.01,-0.00,0.01,0.03,0.01,0.03,0.02,0.03,0.02,0.00,0.00,0.02,0.01,-0.00,0.02,0.00,0.00,-0.00,0.00,0.01,0.03,0.01,0.01,-0.01,0.02,0.02,0.01,-0.00,0.00,0.01,0.00,
304.00,0.03,0.02,0.03,0.03,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.05,0.02,0.02,0.03,0.04,0.02,0.04,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.04,0.03,0.01,0.02,0.01,0.01,0.03,0.02,0.03,0.02,0.04,0.02,0.00,0.00,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.00,0.01,0.02,0.02,0.02,-0.00,0.02,0.03,0.02,0.00,0.00,0.02,-0.00,
305.00,0.02,0.02,0.03,0.02,0.03,0.01,0.02,0.03,0.02,0.02,0.01,0.05,0.03,0.02,0.03,0.04,0.02,0.05,0.03,0.04,0.03,0.02,0.03,0.02,0.04,0.04,0.04,0.01,0.03,0.01,0.01,0.05,0.02,0.03,0.02,0.04,0.02,-0.00,-0.00,0.02,0.03,0.01,-0.00,0.03,0.01,0.03,0.01,0.00,0.01,0.02,0.02,0.00,0.02,0.02,0.03,0.01,0.01,0.02,-0.01,
306.00,0.03,0.01,0.03,0.03,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.04,0.02,0.03,0.04,0.04,0.03,0.05,0.03,0.06,0.03,0.02,0.04,0.03,0.05,0.06,0.05,0.02,0.02,0.02,0.02,0.06,0.03,0.04,0.02,0.04,0.02,0.00,0.00,0.03,0.03,0.02,-0.01,0.03,0.01,0.03,0.01,0.00,0.02,0.02,0.02,0.01,0.03,0.01,0.03,0.01,0.01,0.02,0.00,
307.00,0.02,0.01,0.04,0.03,0.04,0.03,0.03,0.03,0.01,0.04,0.02,0.04,0.03,0.04,0.05,0.04,0.04,0.05,0.04,0.06,0.05,0.02,0.05,0.03,0.05,0.06,0.06,0.02,0.03,0.03,0.02,0.07,0.03,0.04,0.03,0.03,0.01,0.02,0.00,0.03,0.03,0.02,0.00,0.04,0.01,0.04,0.01,-0.00,0.00,0.02,0.02,0.01,0.02,0.01,0.04,0.02,0.00,0.01,0.01,
308.00,0.02,0.01,0.05,0.04,0.04,0.04,0.04,0.01,0.01,0.05,0.03,0.04,0.03,0.04,0.05,0.05,0.05,0.05,0.04,0.07,0.07,0.03,0.05,0.04,0.06,0.08,0.06,0.03,0.03,0.04,0.02,0.07,0.04,0.04,0.02,0.03,0.00,0.03,0.01,0.02,0.03,0.03,0.01,0.04,0.01,0.03,0.02,0.01,0.01,0.03,0.01,0.01,0.02,-0.00,0.03,0.02,0.01,0.01,0.02,
309.00,0.02,0.02,0.05,0.04,0.05,0.05,0.03,0.01,0.02,0.05,0.04,0.04,0.05,0.05,0.06,0.05,0.07,0.05,0.05,0.08,0.08,0.05,0.06,0.04,0.06,0.09,0.07,0.04,0.04,0.04,0.03,0.09,0.05,0.04,0.03,0.03,0.00,0.03,0.02,0.03,0.03,0.04,0.02,0.03,0.00,0.01,0.02,0.01,0.01,0.03,0.02,0.00,0.03,-0.00,0.03,0.02,0.01,0.03,0.04,
310.00,0.03,0.04,0.05,0.06,0.06,0.06,0.04,0.03,0.03,0.05,0.05,0.04,0.07,0.06,0.07,0.06,0.07,0.06,0.06,0.09,0.11,0.08,0.07,0.05,0.07,0.10,0.08,0.05,0.06,0.06,0.04,0.11,0.06,0.04,0.04,0.03,-0.00,0.03,0.04,0.03,0.04,0.04,0.04,0.03,0.02,0.01,0.02,0.02,0.02,0.03,0.01,0.01,0.03,0.01,0.03,0.02,0.01,0.04,0.04,
311.00,0.04,0.05,0.07,0.06,0.08,0.06,0.05,0.05,0.05,0.05,0.06,0.04,0.08,0.07,0.07,0.07,0.09,0.07,0.07,0.10,0.13,0.10,0.08,0.06,0.08,0.12,0.09,0.06,0.08,0.07,0.05,0.13,0.07,0.05,0.05,0.03,-0.00,0.04,0.04,0.03,0.04,0.04,0.05,0.03,0.03,0.00,0.01,0.02,0.02,0.04,0.01,0.01,0.03,0.01,0.03,0.03,0.01,0.04,0.04,
312.00,0.05,0.06,0.07,0.08,0.08,0.07,0.05,0.06,0.06,0.06,0.08,0.05,0.10,0.07,0.08,0.08,0.10,0.09,0.08,0.12,0.14,0.11,0.09,0.07,0.09,0.13,0.11,0.07,0.08,0.07,0.06,0.15,0.07,0.05,0.05,0.04,0.00,0.05,0.05,0.03,0.04,0.05,0.04,0.04,0.04,0.01,0.01,0.03,0.03,0.04,0.02,0.02,0.03,0.02,0.03,0.03,0.01,0.04,0.03,
313.00,0.07,0.08,0.08,0.09,0.09,0.08,0.05,0.07,0.08,0.06,0.08,0.04,0.10,0.07,0.09,0.08,0.10,0.10,0.10,0.14,0.14,0.12,0.10,0.08,0.10,0.16,0.13,0.07,0.10,0.08,0.07,0.16,0.07,0.06,0.07,0.04,0.01,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.02,0.02,0.04,0.04,0.04,0.03,0.04,0.03,0.02,0.04,0.03,0.02,0.05,0.02,
314.00,0.07,0.09,0.10,0.09,0.10,0.10,0.07,0.09,0.08,0.07,0.10,0.05,0.10,0.09,0.10,0.09,0.10,0.10,0.12,0.14,0.15,0.13,0.12,0.09,0.12,0.19,0.15,0.08,0.11,0.09,0.09,0.17,0.08,0.07,0.07,0.05,0.02,0.07,0.05,0.05,0.04,0.04,0.06,0.05,0.05,0.03,0.03,0.05,0.04,0.04,0.03,0.05,0.04,0.03,0.04,0.04,0.03,0.04,0.01,
315.00,0.08,0.11,0.11,0.10,0.11,0.11,0.08,0.09,0.11,0.09,0.10,0.06,0.11,0.10,0.11,0.10,0.12,0.12,0.13,0.16,0.15,0.13,0.12,0.11,0.14,0.20,0.16,0.09,0.11,0.09,0.09,0.17,0.09,0.08,0.08,0.06,0.03,0.09,0.05,0.06,0.03,0.05,0.06,0.05,0.04,0.04,0.03,0.06,0.04,0.05,0.04,0.04,0.04,0.02,0.05,0.04,0.04,0.04,0.00,
316.00,0.08,0.12,0.12,0.12,0.12,0.12,0.09,0.09,0.11,0.10,0.12,0.07,0.12,0.11,0.13,0.12,0.12,0.13,0.14,0.17,0.16,0.14,0.13,0.12,0.14,0.22,0.17,0.09,0.11,0.10,0.10,0.19,0.10,0.08,0.09,0.06,0.04,0.09,0.05,0.07,0.05,0.05,0.07,0.05,0.03,0.05,0.05,0.06,0.04,0.04,0.04,0.05,0.06,0.03,0.05,0.04,0.04,0.04,0.01,
317.00,0.08,0.14,0.13,0.14,0.13,0.13,0.11,0.10,0.12,0.12,0.13,0.09,0.13,0.12,0.14,0.13,0.14,0.14,0.14,0.20,0.18,0.15,0.15,0.14,0.15,0.24,0.18,0.09,0.12,0.11,0.11,0.22,0.11,0.10,0.10,0.07,0.05,0.09,0.05,0.08,0.06,0.06,0.09,0.06,0.03,0.05,0.05,0.07,0.05,0.04,0.04,0.06,0.06,0.03,0.06,0.04,0.05,0.04,0.01,
318.00,0.09,0.15,0.14,0.15,0.14,0.13,0.12,0.11,0.13,0.14,0.13,0.11,0.14,0.13,0.15,0.15,0.15,0.15,0.15,0.22,0.21,0.17,0.17,0.14,0.16,0.25,0.18,0.11,0.11,0.11,0.11,0.24,0.12,0.11,0.10,0.07,0.06,0.08,0.05,0.08,0.08,0.07,0.09,0.06,0.03,0.05,0.05,0.08,0.04,0.04,0.04,0.06,0.06,0.04,0.06,0.04,0.05,0.05,0.02,
319.00,0.10,0.18,0.14,0.16,0.15,0.14,0.11,0.11,0.15,0.15,0.13,0.11,0.15,0.13,0.16,0.16,0.16,0.17,0.16,0.23,0.22,0.18,0.18,0.15,0.17,0.24,0.19,0.13,0.10,0.11,0.12,0.25,0.11,0.12,0.11,0.08,0.07,0.08,0.06,0.08,0.09,0.08,0.10,0.06,0.03,0.05,0.04,0.08,0.05,0.04,0.04,0.07,0.07,0.04,0.06,0.05,0.05,0.05,0.04,
320.00,0.10,0.18,0.16,0.16,0.15,0.16,0.11,0.12,0.15,0.15,0.14,0.11,0.17,0.13,0.17,0.18,0.17,0.18,0.18,0.25,0.24,0.19,0.20,0.15,0.17,0.25,0.21,0.14,0.11,0.11,0.13,0.27,0.13,0.12,0.10,0.08,0.07,0.08,0.05,0.09,0.10,0.09,0.11,0.06,0.03,0.06,0.06,0.08,0.06,0.04,0.04,0.07,0.08,0.06,0.05,0.05,0.06,0.05,0.04,
321.00,0.12,0.19,0.17,0.17,0.16,0.17,0.11,0.12,0.15,0.17,0.15,0.12,0.18,0.14,0.18,0.19,0.18,0.18,0.19,0.25,0.26,0.20,0.21,0.16,0.19,0.26,0.23,0.15,0.12,0.11,0.13,0.28,0.14,0.13,0.11,0.08,0.07,0.08,0.08,0.09,0.11,0.09,0.11,0.06,0.04,0.06,0.05,0.07,0.06,0.05,0.05,0.07,0.08,0.07,0.05,0.06,0.06,0.06,0.06,
322.00,0.14,0.20,0.19,0.17,0.18,0.19,0.11,0.12,0.17,0.18,0.16,0.13,0.18,0.15,0.17,0.21,0.20,0.19,0.21,0.27,0.28,0.22,0.22,0.17,0.21,0.28,0.25,0.16,0.13,0.11,0.14,0.29,0.14,0.14,0.11,0.08,0.08,0.10,0.09,0.10,0.11,0.10,0.12,0.06,0.05,0.06,0.06,0.06,0.07,0.06,0.05,0.07,0.08,0.06,0.06,0.06,0.07,0.08,0.06,
323.00,0.16,0.22,0.21,0.19,0.20,0.20,0.12,0.13,0.19,0.19,0.17,0.13,0.19,0.18,0.19,0.23,0.22,0.20,0.23,0.28,0.30,0.25,0.24,0.18,0.22,0.31,0.26,0.17,0.15,0.13,0.15,0.32,0.16,0.14,0.13,0.09,0.08,0.10,0.09,0.11,0.10,0.10,0.11,0.07,0.05,0.07,0.07,0.05,0.08,0.06,0.05,0.07,0.09,0.07,0.07,0.07,0.08,0.08,0.08,
324.00,0.16,0.23,0.22,0.21,0.23,0.21,0.14,0.14,0.19,0.21,0.19,0.15,0.21,0.20,0.20,0.26,0.23,0.21,0.24,0.30,0.32,0.27,0.25,0.20,0.24,0.35,0.28,0.17,0.17,0.15,0.16,0.35,0.18,0.15,0.15,0.11,0.08,0.10,0.10,0.11,0.11,0.10,0.11,0.08,0.07,0.08,0.08,0.06,0.08,0.08,0.06,0.07,0.09,0.07,0.08,0.08,0.08,0.09,0.09,
325.00,0.16,0.26,0.24,0.24,0.24,0.23,0.15,0.15,0.20,0.23,0.21,0.16,0.23,0.22,0.21,0.27,0.23,0.24,0.26,0.32,0.35,0.29,0.27,0.22,0.25,0.38,0.29,0.18,0.18,0.16,0.17,0.37,0.18,0.15,0.17,0.11,0.09,0.11,0.11,0.12,0.11,0.11,0.12,0.08,0.09,0.09,0.08,0.05,0.08,0.08,0.07,0.07,0.08,0.07,0.09,0.09,0.08,0.11,0.09,
326.00,0.17,0.28,0.26,0.26,0.27,0.25,0.17,0.16,0.22,0.24,0.21,0.17,0.23,0.24,0.23,0.27,0.25,0.25,0.29,0.35,0.37,0.31,0.29,0.23,0.26,0.42,0.31,0.20,0.19,0.18,0.19,0.41,0.19,0.16,0.19,0.13,0.10,0.11,0.10,0.13,0.11,0.12,0.11,0.09,0.09,0.09,0.09,0.07,0.08,0.09,0.07,0.08,0.08,0.07,0.11,0.09,0.09,0.11,0.09,
327.00,0.19,0.30,0.28,0.27,0.28,0.25,0.20,0.17,0.23,0.25,0.22,0.17,0.25,0.26,0.26,0.28,0.27,0.27,0.31,0.38,0.40,0.33,0.31,0.24,0.28,0.45,0.32,0.22,0.19,0.20,0.19,0.44,0.20,0.17,0.20,0.14,0.10,0.11,0.10,0.13,0.12,0.13,0.11,0.11,0.10,0.10,0.10,0.08,0.08,0.10,0.08,0.08,0.09,0.08,0.12,0.09,0.07,0.11,0.09,
328.00,0.19,0.30,0.30,0.28,0.29,0.27,0.20,0.17,0.22,0.26,0.23,0.18,0.26,0.26,0.28,0.28,0.28,0.29,0.32,0.41,0.42,0.34,0.32,0.25,0.29,0.47,0.34,0.23,0.20,0.19,0.19,0.46,0.21,0.19,0.20,0.15,0.10,0.11,0.11,0.14,0.13,0.14,0.11,0.11,0.11,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.08,0.12,0.09,0.07,0.12,0.09,
329.00,0.19,0.31,0.31,0.29,0.30,0.28,0.20,0.19,0.24,0.26,0.23,0.17,0.27,0.27,0.29,0.29,0.30,0.30,0.32,0.42,0.43,0.35,0.33,0.25,0.30,0.48,0.36,0.24,0.21,0.19,0.20,0.47,0.21,0.20,0.20,0.16,0.10,0.12,0.10,0.15,0.14,0.15,0.12,0.12,0.10,0.11,0.09,0.09,0.09,0.10,0.09,0.10,0.09,0.08,0.12,0.09,0.08,0.12,0.09,
330.00,0.20,0.31,0.32,0.30,0.31,0.29,0.19,0.20,0.24,0.27,0.23,0.19,0.26,0.27,0.30,0.29,0.31,0.30,0.32,0.44,0.44,0.36,0.33,0.25,0.31,0.49,0.37,0.24,0.23,0.20,0.20,0.49,0.22,0.21,0.21,0.16,0.11,0.13,0.11,0.15,0.16,0.15,0.11,0.13,0.10,0.10,0.09,0.11,0.10,0.09,0.09,0.10,0.10,0.09,0.13,0.10,0.08,0.12,0.10,
331.00,0.19,0.32,0.33,0.31,0.30,0.30,0.20,0.21,0.25,0.27,0.23,0.19,0.27,0.28,0.31,0.29,0.32,0.31,0.32,0.45,0.47,0.36,0.33,0.25,0.32,0.49,0.38,0.25,0.23,0.21,0.20,0.50,0.23,0.22,0.22,0.17,0.11,0.13,0.12,0.15,0.17,0.14,0.12,0.13,0.11,0.09,0.08,0.10,0.11,0.10,0.09,0.09,0.10,0.10,0.13,0.10,0.07,0.13,0.10,
332.00,0.20,0.32,0.32,0.31,0.31,0.31,0.19,0.22,0.26,0.28,0.24,0.20,0.28,0.28,0.31,0.30,0.32,0.31,0.32,0.45,0.47,0.36,0.33,0.25,0.32,0.50,0.39,0.25,0.23,0.21,0.21,0.50,0.23,0.22,0.22,0.17,0.11,0.13,0.13,0.15,0.17,0.14,0.12,0.12,0.11,0.09,0.08,0.10,0.11,0.10,0.09,0.09,0.09,0.09,0.13,0.09,0.09,0.12,0.10,
333.00,0.19,0.33,0.31,0.30,0.31,0.31,0.19,0.22,0.26,0.29,0.24,0.21,0.27,0.29,0.30,0.30,0.32,0.30,0.32,0.44,0.48,0.36,0.33,0.26,0.32,0.50,0.39,0.25,0.23,0.21,0.21,0.50,0.23,0.22,0.22,0.16,0.12,0.13,0.14,0.15,0.16,0.14,0.13,0.12,0.11,0.10,0.08,0.10,0.11,0.09,0.09,0.09,0.08,0.09,0.13,0.10,0.09,0.11,0.10,
334.00,0.19,0.32,0.32,0.30,0.30,0.30,0.19,0.20,0.25,0.28,0.24,0.21,0.27,0.28,0.29,0.29,0.31,0.30,0.31,0.45,0.47,0.35,0.34,0.27,0.32,0.50,0.38,0.25,0.22,0.22,0.20,0.49,0.22,0.21,0.22,0.15,0.12,0.14,0.14,0.15,0.16,0.13,0.13,0.12,0.11,0.09,0.08,0.09,0.09,0.10,0.09,0.09,0.08,0.10,0.13,0.11,0.08,0.11,0.10,
335.00,0.19,0.33,0.32,0.28,0.29,0.28,0.20,0.20,0.24,0.28,0.25,0.21,0.27,0.27,0.28,0.29,0.31,0.30,0.31,0.44,0.48,0.35,0.34,0.27,0.32,0.49,0.37,0.24,0.22,0.21,0.21,0.49,0.22,0.20,0.21,0.15,0.12,0.13,0.14,0.15,0.15,0.13,0.13,0.11,0.10,0.10,0.09,0.09,0.09,0.10,0.08,0.09,0.07,0.10,0.13,0.11,0.09,0.10,0.09,
336.00,0.20,0.33,0.31,0.29,0.29,0.29,0.21,0.20,0.24,0.28,0.25,0.21,0.27,0.28,0.27,0.29,0.31,0.31,0.32,0.44,0.47,0.35,0.34,0.27,0.32,0.48,0.37,0.24,0.22,0.21,0.21,0.49,0.22,0.20,0.20,0.15,0.12,0.14,0.14,0.15,0.15,0.13,0.13,0.12,0.10,0.10,0.09,0.10,0.09,0.09,0.09,0.09,0.08,0.09,0.12,0.11,0.10,0.09,0.09,
337.00,0.20,0.34,0.32,0.29,0.29,0.29,0.21,0.20,0.24,0.27,0.25,0.21,0.27,0.28,0.27,0.29,0.32,0.31,0.32,0.44,0.47,0.35,0.35,0.28,0.32,0.48,0.37,0.25,0.22,0.21,0.21,0.50,0.21,0.20,0.20,0.15,0.11,0.13,0.13,0.16,0.15,0.13,0.13,0.12,0.10,0.11,0.09,0.10,0.08,0.08,0.08,0.10,0.09,0.10,0.12,0.11,0.10,0.08,0.10,
338.00,0.21,0.34,0.33,0.30,0.29,0.29,0.22,0.20,0.24,0.27,0.25,0.21,0.26,0.28,0.28,0.29,0.33,0.31,0.33,0.45,0.47,0.36,0.36,0.27,0.32,0.50,0.38,0.25,0.25,0.21,0.22,0.50,0.21,0.21,0.20,0.15,0.11,0.14,0.12,0.16,0.16,0.13,0.13,0.13,0.11,0.11,0.10,0.11,0.08,0.08,0.08,0.09,0.09,0.10,0.13,0.12,0.11,0.08,0.10,
339.00,0.22,0.35,0.34,0.31,0.30,0.30,0.22,0.21,0.26,0.28,0.26,0.21,0.27,0.29,0.30,0.30,0.34,0.32,0.35,0.46,0.48,0.37,0.37,0.27,0.32,0.51,0.39,0.25,0.26,0.20,0.23,0.53,0.22,0.22,0.20,0.16,0.12,0.14,0.12,0.16,0.17,0.14,0.13,0.13,0.11,0.12,0.10,0.11,0.08,0.08,0.08,0.09,0.10,0.11,0.13,0.12,0.11,0.09,0.11,
340.00,0.22,0.35,0.35,0.32,0.31,0.32,0.23,0.22,0.27,0.28,0.26,0.20,0.27,0.30,0.31,0.30,0.35,0.32,0.36,0.47,0.48,0.38,0.38,0.28,0.33,0.53,0.40,0.25,0.26,0.21,0.23,0.54,0.23,0.23,0.21,0.16,0.12,0.14,0.11,0.16,0.18,0.15,0.14,0.14,0.12,0.12,0.09,0.10,0.09,0.08,0.09,0.09,0.10,0.10,0.13,0.13,0.11,0.09,0.11,
341.00,0.22,0.35,0.34,0.32,0.31,0.32,0.22,0.22,0.28,0.27,0.27,0.21,0.27,0.29,0.32,0.31,0.35,0.31,0.36,0.47,0.49,0.38,0.38,0.27,0.33,0.54,0.41,0.25,0.26,0.21,0.23,0.53,0.23,0.23,0.21,0.15,0.13,0.15,0.11,0.16,0.17,0.15,0.14,0.14,0.12,0.12,0.10,0.10,0.08,0.08,0.08,0.09,0.10,0.09,0.12,0.12,0.11,0.10,0.11,
342.00,0.22,0.34,0.33,0.32,0.32,0.31,0.22,0.22,0.27,0.28,0.26,0.21,0.27,0.29,0.32,0.31,0.35,0.31,0.36,0.46,0.48,0.38,0.37,0.27,0.32,0.54,0.40,0.25,0.25,0.20,0.22,0.53,0.24,0.22,0.23,0.16,0.14,0.15,0.11,0.16,0.17,0.15,0.13,0.13,0.12,0.10,0.10,0.09,0.08,0.08,0.07,0.09,0.10,0.09,0.12,0.12,0.11,0.11,0.11,
