Date,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,
305.00,0.03,0.06,0.11,0.22,0.05,0.05,0.07,0.05,0.04,0.04,0.01,0.02,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.01,0.02,0.02,0.03,0.02,0.03,0.03,0.03,-0.01,0.03,0.01,-0.00,0.01,0.00,0.01,0.03,0.01,0.02,0.01,-0.00,0.02,0.01,0.02,0.01,0.01,-0.01,-0.00,0.01,-0.02,-0.02,0.00,0.01,0.01,0.00,
306.00,0.04,0.07,0.13,0.26,0.06,0.06,0.06,0.06,0.04,0.03,0.01,0.04,0.04,0.05,0.04,0.04,0.03,0.03,0.04,0.01,0.02,0.00,0.03,0.02,0.03,0.04,0.04,0.01,0.02,0.01,0.00,0.01,-0.00,0.01,0.04,0.02,0.02,0.02,0.00,0.01,0.01,0.01,0.02,0.01,0.00,-0.01,0.01,0.00,-0.01,0.01,0.02,0.02,0.01,
307.00,0.05,0.08,0.16,0.32,0.08,0.07,0.06,0.07,0.05,0.02,0.02,0.04,0.04,0.05,0.04,0.06,0.03,0.03,0.04,0.01,0.03,-0.00,0.04,0.04,0.04,0.04,0.04,0.00,0.02,0.02,0.01,0.02,0.01,0.01,0.04,0.04,0.02,0.02,-0.00,0.01,0.01,0.01,0.02,0.01,0.01,0.00,0.01,0.01,-0.02,0.02,0.02,0.01,0.02,
308.00,0.06,0.11,0.18,0.37,0.09,0.08,0.07,0.08,0.05,0.03,0.04,0.05,0.05,0.06,0.05,0.05,0.06,0.04,0.06,0.02,0.03,0.00,0.05,0.04,0.05,0.05,0.04,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.04,0.01,0.02,-0.01,0.00,0.02,-0.00,0.02,0.01,0.00,-0.00,0.00,0.01,-0.01,0.01,0.02,0.01,0.02,
309.00,0.08,0.13,0.20,0.43,0.10,0.10,0.08,0.09,0.06,0.03,0.05,0.06,0.06,0.07,0.05,0.06,0.06,0.03,0.07,0.04,0.05,0.01,0.05,0.05,0.06,0.06,0.04,0.02,0.03,0.01,0.03,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.01,0.00,0.03,-0.00,0.01,0.02,0.01,0.01,0.01,0.02,-0.00,0.01,0.02,0.01,0.03,
310.00,0.09,0.16,0.22,0.51,0.13,0.11,0.10,0.10,0.07,0.05,0.06,0.07,0.07,0.08,0.07,0.06,0.07,0.05,0.07,0.05,0.06,0.03,0.06,0.06,0.09,0.07,0.04,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.04,0.01,0.03,0.02,0.01,0.02,-0.01,0.01,0.04,0.02,0.02,0.01,0.03,0.01,0.01,0.03,0.00,0.03,
311.00,0.10,0.18,0.24,0.59,0.15,0.13,0.12,0.10,0.07,0.06,0.07,0.08,0.08,0.09,0.09,0.06,0.07,0.05,0.07,0.07,0.07,0.05,0.07,0.06,0.11,0.08,0.06,0.02,0.04,0.03,0.03,0.02,0.04,0.02,0.02,0.03,0.02,0.04,0.02,0.01,0.02,-0.00,0.00,0.04,0.02,0.03,0.02,0.03,0.01,0.02,0.02,0.01,0.02,
312.00,0.11,0.21,0.26,0.67,0.17,0.15,0.14,0.11,0.07,0.08,0.07,0.08,0.09,0.10,0.09,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.06,0.12,0.08,0.07,0.03,0.04,0.05,0.04,0.03,0.05,0.02,0.03,0.04,0.03,0.05,0.02,0.02,0.02,0.00,-0.00,0.04,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,
313.00,0.13,0.23,0.29,0.76,0.19,0.17,0.16,0.12,0.09,0.09,0.08,0.09,0.11,0.10,0.09,0.08,0.07,0.08,0.09,0.08,0.08,0.09,0.07,0.07,0.14,0.09,0.07,0.02,0.04,0.05,0.04,0.04,0.05,0.03,0.03,0.04,0.04,0.05,0.02,0.04,0.02,0.01,-0.00,0.05,0.03,0.04,0.03,0.04,0.02,0.03,0.03,0.03,0.02,
314.00,0.13,0.26,0.32,0.84,0.21,0.19,0.18,0.13,0.09,0.10,0.09,0.10,0.12,0.11,0.10,0.10,0.09,0.09,0.09,0.08,0.09,0.09,0.07,0.09,0.15,0.10,0.08,0.03,0.05,0.04,0.06,0.03,0.05,0.03,0.03,0.04,0.05,0.04,0.01,0.04,0.02,0.02,-0.00,0.05,0.04,0.04,0.03,0.04,0.03,0.04,0.02,0.03,0.02,
315.00,0.14,0.28,0.36,0.93,0.23,0.21,0.19,0.15,0.09,0.11,0.10,0.11,0.13,0.13,0.10,0.12,0.10,0.11,0.10,0.08,0.10,0.10,0.08,0.10,0.16,0.10,0.09,0.05,0.04,0.04,0.06,0.03,0.06,0.05,0.03,0.04,0.06,0.05,0.03,0.04,0.03,0.03,-0.00,0.05,0.04,0.03,0.04,0.04,0.03,0.04,0.02,0.03,0.02,
316.00,0.15,0.30,0.40,1.00,0.26,0.21,0.21,0.18,0.10,0.11,0.10,0.11,0.14,0.13,0.12,0.12,0.12,0.12,0.11,0.09,0.11,0.09,0.07,0.11,0.17,0.10,0.09,0.07,0.04,0.04,0.06,0.04,0.05,0.05,0.04,0.04,0.06,0.05,0.03,0.05,0.03,0.04,0.01,0.05,0.04,0.03,0.03,0.05,0.04,0.03,0.02,0.03,0.03,
317.00,0.15,0.34,0.44,1.10,0.30,0.23,0.24,0.20,0.11,0.11,0.11,0.12,0.15,0.14,0.13,0.14,0.14,0.13,0.12,0.11,0.12,0.10,0.08,0.13,0.19,0.12,0.08,0.07,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.03,0.06,0.06,0.03,0.05,0.03,0.05,0.01,0.06,0.04,0.04,0.04,0.06,0.04,0.03,0.02,0.03,0.04,
318.00,0.17,0.36,0.48,1.19,0.31,0.25,0.25,0.21,0.11,0.13,0.10,0.13,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.12,0.13,0.11,0.09,0.14,0.20,0.11,0.10,0.10,0.07,0.05,0.06,0.05,0.07,0.06,0.06,0.03,0.06,0.06,0.04,0.05,0.03,0.05,0.02,0.06,0.04,0.04,0.05,0.07,0.04,0.02,0.03,0.04,0.05,
319.00,0.18,0.39,0.51,1.26,0.33,0.27,0.26,0.21,0.12,0.14,0.11,0.15,0.15,0.16,0.15,0.15,0.15,0.16,0.14,0.13,0.13,0.12,0.11,0.14,0.21,0.11,0.11,0.10,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.03,0.07,0.06,0.05,0.06,0.03,0.06,0.03,0.06,0.04,0.04,0.05,0.06,0.04,0.02,0.03,0.04,0.06,
320.00,0.18,0.41,0.54,1.33,0.34,0.28,0.28,0.22,0.12,0.15,0.11,0.15,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.14,0.14,0.12,0.12,0.14,0.22,0.13,0.12,0.10,0.08,0.07,0.07,0.07,0.08,0.07,0.08,0.05,0.07,0.07,0.05,0.06,0.03,0.06,0.04,0.07,0.04,0.05,0.05,0.08,0.04,0.02,0.04,0.05,0.05,
321.00,0.19,0.44,0.57,1.41,0.35,0.30,0.30,0.23,0.11,0.17,0.12,0.16,0.17,0.18,0.16,0.17,0.16,0.16,0.16,0.14,0.13,0.13,0.13,0.15,0.23,0.14,0.12,0.10,0.08,0.08,0.08,0.07,0.09,0.08,0.07,0.05,0.07,0.08,0.06,0.07,0.04,0.06,0.05,0.07,0.05,0.07,0.05,0.08,0.04,0.02,0.06,0.05,0.06,
322.00,0.20,0.45,0.60,1.50,0.37,0.33,0.30,0.25,0.13,0.18,0.13,0.17,0.17,0.21,0.17,0.18,0.17,0.17,0.17,0.17,0.13,0.15,0.14,0.16,0.24,0.14,0.13,0.10,0.10,0.09,0.08,0.07,0.10,0.09,0.06,0.08,0.07,0.08,0.08,0.07,0.05,0.05,0.06,0.06,0.05,0.07,0.05,0.07,0.04,0.02,0.06,0.05,0.06,
323.00,0.24,0.48,0.65,1.64,0.40,0.35,0.33,0.27,0.14,0.18,0.14,0.17,0.17,0.22,0.18,0.20,0.18,0.18,0.19,0.18,0.16,0.16,0.15,0.16,0.26,0.16,0.14,0.09,0.11,0.09,0.08,0.07,0.09,0.10,0.07,0.09,0.08,0.08,0.08,0.08,0.06,0.04,0.07,0.07,0.06,0.08,0.07,0.07,0.05,0.03,0.05,0.06,0.06,
324.00,0.26,0.53,0.72,1.79,0.42,0.40,0.36,0.30,0.15,0.19,0.16,0.19,0.20,0.24,0.21,0.22,0.21,0.20,0.20,0.20,0.16,0.17,0.15,0.18,0.29,0.17,0.15,0.11,0.11,0.10,0.08,0.08,0.09,0.10,0.07,0.11,0.09,0.09,0.09,0.08,0.08,0.04,0.07,0.08,0.06,0.08,0.08,0.07,0.06,0.04,0.06,0.06,0.08,
325.00,0.29,0.57,0.78,1.95,0.45,0.43,0.38,0.33,0.17,0.20,0.18,0.21,0.22,0.27,0.23,0.23,0.23,0.21,0.22,0.21,0.18,0.19,0.17,0.20,0.31,0.19,0.15,0.12,0.12,0.10,0.09,0.09,0.09,0.12,0.07,0.11,0.09,0.09,0.09,0.09,0.09,0.05,0.08,0.09,0.07,0.08,0.09,0.07,0.07,0.05,0.06,0.05,0.09,
326.00,0.32,0.62,0.85,2.12,0.50,0.45,0.42,0.36,0.19,0.22,0.20,0.23,0.24,0.29,0.25,0.26,0.24,0.23,0.24,0.23,0.19,0.20,0.18,0.21,0.33,0.21,0.16,0.13,0.13,0.11,0.10,0.11,0.09,0.13,0.08,0.12,0.10,0.09,0.09,0.10,0.10,0.06,0.08,0.09,0.07,0.07,0.09,0.08,0.08,0.06,0.05,0.06,0.09,
327.00,0.34,0.67,0.90,2.29,0.53,0.49,0.45,0.38,0.21,0.22,0.20,0.25,0.27,0.31,0.26,0.27,0.26,0.24,0.25,0.24,0.21,0.21,0.19,0.21,0.34,0.22,0.19,0.14,0.14,0.12,0.11,0.13,0.10,0.14,0.09,0.11,0.10,0.09,0.09,0.11,0.09,0.07,0.08,0.10,0.08,0.06,0.10,0.08,0.09,0.06,0.05,0.07,0.10,
328.00,0.35,0.71,0.96,2.39,0.57,0.50,0.46,0.40,0.21,0.23,0.21,0.27,0.30,0.33,0.28,0.29,0.28,0.25,0.26,0.25,0.21,0.21,0.20,0.22,0.36,0.24,0.21,0.15,0.16,0.12,0.13,0.13,0.12,0.14,0.09,0.11,0.10,0.10,0.10,0.11,0.09,0.10,0.09,0.10,0.08,0.06,0.11,0.09,0.08,0.07,0.05,0.08,0.10,
329.00,0.36,0.73,0.98,2.47,0.59,0.51,0.48,0.41,0.21,0.24,0.21,0.29,0.31,0.34,0.28,0.29,0.28,0.25,0.26,0.26,0.22,0.21,0.21,0.23,0.37,0.25,0.21,0.15,0.15,0.12,0.14,0.13,0.14,0.14,0.09,0.11,0.09,0.11,0.11,0.12,0.10,0.10,0.09,0.10,0.09,0.06,0.11,0.09,0.09,0.07,0.06,0.10,0.10,
330.00,0.36,0.77,1.01,2.54,0.62,0.52,0.49,0.40,0.22,0.26,0.21,0.30,0.32,0.34,0.29,0.30,0.29,0.25,0.26,0.25,0.22,0.21,0.22,0.23,0.39,0.25,0.23,0.15,0.14,0.13,0.15,0.13,0.13,0.15,0.10,0.11,0.10,0.11,0.12,0.10,0.09,0.10,0.10,0.10,0.09,0.07,0.12,0.10,0.09,0.08,0.06,0.10,0.10,
331.00,0.36,0.78,1.03,2.58,0.63,0.53,0.49,0.41,0.21,0.26,0.20,0.31,0.32,0.34,0.29,0.30,0.29,0.26,0.26,0.25,0.23,0.20,0.22,0.24,0.40,0.25,0.22,0.15,0.16,0.14,0.16,0.13,0.14,0.15,0.12,0.11,0.11,0.11,0.11,0.10,0.09,0.10,0.10,0.11,0.10,0.08,0.12,0.10,0.10,0.08,0.07,0.10,0.11,
332.00,0.37,0.78,1.05,2.61,0.64,0.54,0.49,0.42,0.21,0.26,0.21,0.31,0.33,0.34,0.28,0.30,0.29,0.26,0.26,0.24,0.22,0.20,0.22,0.25,0.41,0.25,0.21,0.15,0.15,0.13,0.16,0.13,0.14,0.15,0.12,0.12,0.11,0.12,0.11,0.10,0.09,0.09,0.10,0.11,0.11,0.08,0.10,0.10,0.09,0.08,0.07,0.09,0.11,
333.00,0.37,0.79,1.04,2.62,0.64,0.54,0.49,0.41,0.22,0.26,0.22,0.30,0.32,0.33,0.29,0.30,0.29,0.26,0.26,0.23,0.22,0.20,0.22,0.25,0.40,0.24,0.21,0.15,0.14,0.13,0.15,0.13,0.13,0.14,0.11,0.11,0.12,0.11,0.10,0.10,0.09,0.07,0.09,0.11,0.11,0.08,0.10,0.10,0.10,0.08,0.07,0.09,0.11,
334.00,0.36,0.79,1.05,2.61,0.64,0.54,0.50,0.41,0.22,0.25,0.21,0.29,0.31,0.33,0.29,0.30,0.30,0.25,0.27,0.23,0.22,0.20,0.22,0.23,0.41,0.23,0.20,0.15,0.13,0.13,0.15,0.13,0.13,0.13,0.10,0.11,0.12,0.10,0.10,0.09,0.09,0.07,0.09,0.11,0.11,0.08,0.10,0.10,0.10,0.07,0.08,0.07,0.11,
335.00,0.36,0.78,1.05,2.62,0.64,0.54,0.51,0.41,0.22,0.25,0.21,0.28,0.31,0.33,0.28,0.29,0.30,0.26,0.26,0.23,0.23,0.21,0.21,0.23,0.40,0.22,0.19,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.09,0.11,0.12,0.10,0.10,0.11,0.08,0.07,0.07,0.12,0.10,0.08,0.10,0.10,0.10,0.08,0.09,0.07,0.11,
336.00,0.37,0.78,1.06,2.66,0.64,0.54,0.52,0.43,0.22,0.25,0.21,0.27,0.31,0.33,0.29,0.28,0.30,0.27,0.27,0.25,0.25,0.22,0.22,0.23,0.41,0.23,0.21,0.14,0.13,0.14,0.14,0.12,0.13,0.13,0.09,0.11,0.11,0.11,0.11,0.12,0.08,0.08,0.08,0.11,0.10,0.08,0.11,0.10,0.09,0.08,0.09,0.08,0.10,
337.00,0.37,0.78,1.08,2.71,0.65,0.55,0.53,0.43,0.23,0.25,0.22,0.27,0.31,0.34,0.29,0.29,0.30,0.28,0.28,0.26,0.25,0.22,0.22,0.23,0.40,0.24,0.22,0.15,0.14,0.14,0.13,0.11,0.14,0.13,0.10,0.10,0.12,0.10,0.11,0.12,0.08,0.08,0.08,0.11,0.10,0.08,0.11,0.10,0.10,0.08,0.08,0.08,0.10,
338.00,0.38,0.80,1.11,2.78,0.66,0.56,0.54,0.44,0.23,0.26,0.23,0.28,0.31,0.34,0.29,0.29,0.30,0.28,0.28,0.27,0.25,0.23,0.23,0.24,0.40,0.24,0.21,0.16,0.14,0.15,0.12,0.11,0.14,0.14,0.10,0.10,0.12,0.11,0.11,0.13,0.08,0.09,0.09,0.10,0.10,0.08,0.11,0.10,0.10,0.08,0.08,0.08,0.09,
339.00,0.39,0.84,1.14,2.88,0.68,0.57,0.55,0.46,0.24,0.26,0.24,0.29,0.32,0.35,0.29,0.30,0.30,0.28,0.29,0.27,0.25,0.23,0.23,0.26,0.41,0.26,0.23,0.16,0.15,0.16,0.13,0.12,0.14,0.15,0.10,0.11,0.12,0.12,0.12,0.13,0.08,0.10,0.08,0.11,0.11,0.09,0.10,0.10,0.10,0.09,0.08,0.09,0.09,
340.00,0.40,0.87,1.17,2.97,0.70,0.58,0.56,0.47,0.25,0.26,0.25,0.30,0.33,0.35,0.29,0.31,0.30,0.29,0.30,0.27,0.24,0.23,0.24,0.26,0.42,0.28,0.24,0.17,0.17,0.16,0.14,0.13,0.14,0.15,0.10,0.12,0.12,0.12,0.11,0.13,0.09,0.09,0.09,0.11,0.12,0.10,0.09,0.12,0.10,0.09,0.07,0.09,0.09,
341.00,0.39,0.88,1.18,3.01,0.72,0.58,0.56,0.46,0.26,0.26,0.24,0.31,0.34,0.35,0.29,0.32,0.30,0.29,0.30,0.27,0.23,0.22,0.23,0.27,0.42,0.28,0.24,0.17,0.16,0.15,0.14,0.15,0.14,0.15,0.10,0.11,0.12,0.12,0.11,0.13,0.10,0.09,0.09,0.11,0.11,0.09,0.09,0.11,0.09,0.09,0.07,0.09,0.09,
342.00,0.39,0.88,1.18,3.01,0.72,0.57,0.56,0.45,0.25,0.26,0.24,0.29,0.34,0.34,0.29,0.33,0.30,0.28,0.29,0.26,0.22,0.22,0.23,0.27,0.43,0.27,0.22,0.17,0.15,0.15,0.14,0.15,0.14,0.14,0.10,0.11,0.11,0.12,0.10,0.12,0.09,0.09,0.08,0.11,0.11,0.09,0.09,0.11,0.09,0.09,0.07,0.09,0.09,
343.00,0.38,0.88,1.17,3.02,0.72,0.58,0.56,0.45,0.25,0.26,0.24,0.29,0.34,0.34,0.28,0.32,0.29,0.27,0.30,0.25,0.22,0.23,0.22,0.26,0.42,0.28,0.23,0.16,0.15,0.15,0.15,0.14,0.13,0.14,0.10,0.12,0.11,0.12,0.10,0.11,0.09,0.09,0.08,0.11,0.11,0.09,0.10,0.10,0.08,0.08,0.07,0.09,0.09,
344.00,0.37,0.87,1.18,3.04,0.71,0.58,0.55,0.45,0.24,0.27,0.24,0.29,0.34,0.34,0.28,0.31,0.29,0.27,0.30,0.26,0.23,0.23,0.23,0.25,0.41,0.28,0.22,0.15,0.16,0.15,0.15,0.13,0.13,0.13,0.10,0.12,0.11,0.12,0.11,0.11,0.08,0.09,0.09,0.11,0.11,0.09,0.11,0.10,0.08,0.07,0.08,0.09,0.09,
345.00,0.37,0.86,1.18,3.05,0.71,0.58,0.55,0.45,0.23,0.27,0.23,0.28,0.33,0.34,0.27,0.30,0.28,0.27,0.29,0.26,0.23,0.22,0.23,0.25,0.40,0.27,0.23,0.15,0.14,0.14,0.14,0.12,0.12,0.13,0.10,0.12,0.11,0.12,0.11,0.10,0.07,0.09,0.09,0.11,0.10,0.10,0.12,0.09,0.08,0.07,0.08,0.10,0.09,
346.00,0.37,0.87,1.19,3.08,0.71,0.58,0.55,0.47,0.22,0.26,0.24,0.29,0.33,0.34,0.28,0.31,0.29,0.27,0.29,0.25,0.23,0.23,0.23,0.24,0.40,0.27,0.22,0.16,0.14,0.14,0.14,0.11,0.12,0.13,0.10,0.12,0.11,0.12,0.11,0.10,0.07,0.08,0.09,0.10,0.10,0.10,0.12,0.09,0.08,0.07,0.09,0.10,0.09,
347.00,0.38,0.89,1.21,3.18,0.71,0.60,0.56,0.47,0.22,0.27,0.25,0.29,0.32,0.35,0.30,0.31,0.29,0.28,0.29,0.26,0.24,0.22,0.24,0.24,0.41,0.27,0.22,0.15,0.14,0.14,0.15,0.11,0.12,0.13,0.10,0.13,0.11,0.12,0.12,0.10,0.07,0.09,0.09,0.10,0.09,0.11,0.12,0.09,0.08,0.07,0.08,0.11,0.09,
348.00,0.38,0.90,1.25,3.26,0.72,0.61,0.58,0.47,0.22,0.27,0.24,0.30,0.33,0.35,0.30,0.30,0.30,0.29,0.29,0.26,0.25,0.22,0.24,0.25,0.43,0.27,0.22,0.16,0.14,0.14,0.15,0.11,0.12,0.14,0.11,0.13,0.11,0.12,0.12,0.11,0.07,0.09,0.09,0.11,0.09,0.11,0.12,0.10,0.08,0.07,0.09,0.11,0.10,
