Date,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,2024/10/31,
303.00,9.03,8.94,8.86,8.72,9.02,8.96,9.06,9.38,9.50,9.51,9.32,9.31,9.23,9.13,8.92,8.88,9.34,8.92,9.04,9.25,8.71,9.07,8.73,10.12,9.25,9.62,8.94,9.24,8.70,0.05,-0.01,-0.01,8.63,9.00,9.32,9.34,9.72,8.70,9.55,9.34,9.48,9.17,9.12,9.58,8.81,8.87,8.82,8.75,8.75,8.54,8.61,8.55,8.93,8.46,8.73,9.19,
304.00,10.94,10.92,10.97,10.67,10.70,10.75,10.78,11.16,11.11,11.19,11.21,11.11,11.14,10.97,11.16,10.73,11.08,10.46,10.75,11.35,10.40,10.59,10.48,11.67,11.08,11.57,11.00,11.11,10.56,0.05,0.01,0.00,10.46,10.37,10.92,11.11,11.40,10.73,11.32,11.02,11.24,11.13,10.89,11.40,10.54,10.92,10.70,10.46,10.48,10.32,10.32,10.21,10.56,10.24,10.54,10.75,
305.00,13.32,12.99,13.22,12.86,12.75,12.54,12.79,13.32,12.90,13.03,13.15,13.08,13.12,12.97,13.36,13.21,12.90,12.49,12.77,13.29,12.44,12.34,12.62,13.30,13.02,13.36,13.17,13.08,12.32,0.06,-0.01,0.01,12.40,12.18,12.53,13.27,13.21,12.77,13.06,12.66,13.16,13.19,12.94,13.38,12.23,12.62,12.54,12.23,12.23,12.25,12.12,11.86,12.42,12.20,12.38,12.46,
306.00,15.57,15.38,15.39,15.38,14.97,14.70,14.87,15.38,15.00,15.16,15.14,15.20,15.44,15.18,15.65,15.63,15.00,14.66,15.06,15.54,14.80,14.04,15.12,14.81,15.29,15.26,15.31,15.05,14.33,0.07,0.00,0.01,14.41,14.25,14.28,15.42,14.94,14.82,14.99,14.67,15.18,15.14,15.02,15.43,14.33,14.46,14.43,14.19,14.32,14.23,14.14,13.77,14.13,14.39,14.34,14.53,
307.00,18.08,17.90,18.13,18.07,17.61,17.62,17.31,17.75,17.52,17.74,18.01,17.69,17.96,17.74,18.02,17.91,17.35,17.35,17.41,18.07,17.46,16.67,17.74,17.19,17.58,17.58,18.03,17.74,16.79,0.07,0.00,0.03,16.79,17.01,16.84,17.86,17.25,17.35,17.36,17.13,17.47,17.46,17.35,17.58,16.74,16.75,16.74,16.68,16.47,16.68,16.53,16.18,16.51,16.58,16.90,16.96,
308.00,20.74,20.97,20.92,20.92,20.28,20.78,20.44,20.58,20.60,21.05,20.94,20.44,20.83,20.93,20.43,20.54,20.26,20.31,20.61,20.77,20.50,19.13,20.77,19.91,20.37,20.46,20.93,20.67,19.16,0.08,-0.00,0.06,19.48,20.11,19.82,20.65,20.22,20.38,20.06,20.09,20.18,19.83,20.16,19.93,19.71,19.27,19.32,19.48,19.26,19.41,19.32,18.58,18.99,19.46,19.71,19.92,
309.00,23.77,23.93,23.75,23.90,23.59,24.22,23.90,23.82,24.08,24.62,24.22,23.73,24.11,24.07,23.45,23.48,23.52,23.56,24.00,24.00,23.71,22.50,24.10,23.35,23.81,23.75,23.92,24.19,22.42,0.11,0.01,0.05,22.59,23.56,23.23,23.78,23.58,23.55,23.43,23.51,23.33,23.13,23.26,23.08,22.96,22.30,22.50,22.67,22.24,22.40,22.55,21.92,21.84,22.33,22.77,22.94,
310.00,27.13,27.30,27.15,27.31,27.08,28.11,27.32,27.16,27.83,28.48,28.11,27.14,27.55,27.66,26.85,26.62,26.89,27.14,27.39,27.54,27.11,26.16,27.61,27.43,27.36,27.58,27.58,27.86,26.07,0.13,0.02,0.05,26.00,27.48,27.00,27.25,27.56,27.13,27.34,27.17,27.08,26.73,27.03,26.57,26.49,25.84,26.06,25.99,25.73,25.79,25.80,25.52,25.31,25.58,26.17,26.75,
311.00,30.88,30.68,30.39,30.82,30.65,31.45,30.85,30.88,31.31,32.17,31.64,30.85,31.12,31.20,30.39,29.89,30.60,30.77,30.77,31.04,30.43,29.60,31.17,31.38,31.04,31.53,31.18,31.82,29.85,0.17,0.02,0.04,29.69,31.12,30.94,30.90,31.42,30.62,31.26,30.99,30.85,30.56,30.58,30.28,30.21,29.40,29.61,29.36,29.20,29.26,29.17,29.12,28.93,29.22,29.90,30.17,
312.00,34.57,34.41,33.89,34.38,34.37,34.77,34.20,34.61,35.09,35.94,35.54,34.47,34.72,34.72,34.27,33.41,33.98,34.07,34.30,34.92,33.87,32.99,34.57,35.29,35.04,35.37,34.61,35.38,33.64,0.20,0.02,0.02,33.31,34.68,34.86,34.50,35.22,34.09,35.08,34.54,34.92,34.36,34.27,34.06,33.89,33.05,33.39,32.70,32.81,32.90,32.27,32.74,32.43,32.85,33.48,33.33,
313.00,38.66,37.88,37.57,38.04,37.97,38.37,37.73,38.26,38.64,39.44,39.31,38.10,38.24,38.37,38.38,37.34,37.52,37.44,37.57,38.73,37.15,36.58,37.79,39.14,39.04,39.22,38.58,38.97,37.66,0.23,0.03,0.01,36.91,38.16,38.26,38.21,38.90,37.97,38.93,38.13,38.74,38.45,38.04,37.73,37.37,36.69,37.25,36.10,36.47,36.53,35.83,36.48,36.17,36.51,37.24,36.74,
314.00,43.00,41.99,41.57,41.99,42.15,41.73,41.25,42.37,42.32,43.28,43.33,41.94,42.21,42.37,42.37,41.50,41.35,41.51,41.25,42.58,41.03,39.91,41.62,43.01,42.96,42.95,42.58,42.37,41.68,0.25,0.01,0.01,40.76,41.89,41.84,42.46,42.63,41.78,42.64,41.89,42.79,42.68,41.88,41.78,41.25,40.45,40.98,39.70,40.34,40.49,39.38,40.02,39.91,40.50,41.14,40.33,
315.00,47.11,46.41,45.91,46.29,46.11,45.79,45.43,46.46,46.57,47.55,47.77,46.16,46.64,46.64,46.60,45.60,45.43,45.41,45.44,46.84,45.15,43.70,45.54,46.67,47.06,46.88,46.76,46.32,45.82,0.25,0.01,0.00,44.78,45.70,45.65,46.38,46.40,46.01,46.71,45.75,46.76,46.80,45.82,45.66,45.52,44.24,45.03,43.75,44.41,44.28,43.37,43.87,43.71,44.53,45.16,44.10,
316.00,51.56,51.02,50.47,50.66,50.31,50.50,49.91,51.07,50.80,52.05,52.42,50.36,50.87,51.34,50.66,50.16,49.72,49.56,49.96,51.39,49.79,47.93,49.77,51.16,51.28,51.04,51.47,50.35,49.83,0.26,0.00,0.00,49.07,50.08,49.44,51.12,50.75,50.34,51.03,50.04,51.17,51.06,50.32,49.95,49.64,48.31,49.04,48.01,48.62,48.40,47.46,47.92,47.78,48.66,49.16,48.48,
317.00,56.57,56.02,55.42,55.60,55.30,55.57,55.23,56.04,55.93,57.09,57.32,55.52,56.04,56.67,55.49,55.18,54.73,54.43,55.24,56.44,54.97,52.79,55.03,55.69,56.08,56.05,56.53,55.43,54.49,0.28,0.01,0.00,54.20,55.06,53.98,56.40,55.70,55.03,55.79,55.13,55.87,55.82,55.03,54.68,54.56,52.87,53.45,52.85,53.59,53.16,52.42,52.47,52.38,53.42,53.83,53.55,
318.00,60.90,60.85,60.00,60.18,59.95,60.51,60.12,60.63,60.66,62.01,62.27,60.28,60.92,61.50,59.86,59.61,59.37,58.96,60.26,61.01,59.63,57.66,59.63,60.51,60.44,60.81,61.24,60.41,59.17,0.29,0.02,0.00,58.89,59.92,58.55,61.13,60.34,59.65,60.32,60.17,60.34,60.35,59.85,59.26,59.26,57.29,57.69,57.46,58.04,57.61,56.89,56.83,56.76,57.96,58.22,58.39,
319.00,64.60,64.63,63.63,63.89,63.55,64.69,64.17,64.66,64.81,66.15,66.48,64.20,64.93,65.56,63.60,63.19,63.23,62.60,64.40,64.84,63.47,61.65,63.49,64.42,64.08,64.92,65.00,64.49,62.84,0.30,0.02,0.01,62.64,64.03,62.32,64.78,64.54,63.51,64.16,64.22,64.12,63.99,63.79,62.93,63.04,60.90,61.25,61.31,61.70,61.10,60.66,60.42,60.52,61.49,61.76,62.81,
320.00,68.43,68.26,67.11,67.50,67.77,68.55,68.02,68.76,68.78,70.13,70.25,68.25,68.88,69.30,67.53,67.06,67.28,66.67,68.39,68.81,67.27,65.45,67.35,68.58,68.11,69.23,68.77,68.88,66.35,0.33,0.03,0.02,66.83,67.89,66.36,68.83,68.83,67.21,68.22,68.55,68.12,68.10,67.57,66.98,66.85,64.70,65.07,65.26,65.33,64.74,64.38,64.33,64.34,65.43,65.34,66.77,
321.00,72.35,72.09,70.96,71.44,72.03,72.62,71.77,72.73,73.00,74.45,74.66,72.46,73.10,73.21,71.87,70.85,70.96,70.75,72.30,72.68,71.18,69.46,71.23,72.95,72.46,73.48,72.57,73.26,70.64,0.36,0.04,0.02,71.01,72.03,70.80,72.68,73.05,71.39,72.52,72.68,72.30,72.20,71.61,71.01,70.75,68.81,69.24,69.03,69.30,68.71,68.07,68.17,68.38,69.14,69.24,70.80,
322.00,77.02,76.70,75.67,76.04,76.53,77.32,76.33,77.58,77.86,79.52,79.66,77.44,77.96,77.76,76.69,75.34,75.68,75.70,76.96,77.17,75.83,74.05,75.65,78.32,77.30,78.82,77.65,78.24,75.33,0.38,0.03,0.03,75.40,76.69,75.41,77.73,78.09,76.30,77.46,77.57,77.37,77.44,76.63,76.11,75.45,73.63,74.07,73.64,73.70,73.32,72.64,72.90,72.99,73.90,73.96,75.45,
323.00,83.86,83.35,82.23,82.58,83.54,83.65,82.63,84.17,84.45,86.17,86.50,84.01,84.59,84.19,83.57,81.87,82.11,82.37,83.47,84.08,82.49,79.91,82.52,84.99,84.15,85.42,84.30,84.65,81.88,0.42,0.04,0.03,81.92,83.16,81.97,84.18,84.62,82.55,84.22,83.88,84.51,83.98,83.12,82.97,81.95,80.08,80.64,80.21,79.77,79.71,78.69,79.43,79.16,80.29,80.33,81.62,
324.00,91.64,90.94,89.97,90.29,90.96,91.34,90.13,91.57,91.92,93.89,94.29,91.83,92.04,91.79,91.31,89.55,89.42,89.90,90.54,91.71,89.86,87.00,90.03,92.79,92.04,93.04,92.33,92.31,89.32,0.46,0.04,0.03,89.29,90.60,89.29,91.79,92.32,90.20,91.77,90.99,92.35,91.47,90.73,90.52,89.35,87.55,88.14,87.37,86.91,86.84,86.07,86.66,86.48,87.68,87.73,88.89,
325.00,100.30,99.57,98.70,98.65,99.19,99.71,98.51,100.05,100.09,102.34,102.83,100.33,100.22,100.22,99.59,98.20,97.57,97.99,98.77,99.90,98.31,94.76,98.41,101.25,100.26,101.23,100.85,100.41,97.73,0.50,0.03,0.03,97.13,99.27,97.41,100.38,100.51,98.45,99.80,99.12,100.88,99.60,99.11,98.59,97.20,95.51,96.15,94.96,95.00,94.78,94.13,94.20,94.34,95.87,96.01,96.74,
326.00,109.19,108.68,107.44,107.65,107.81,108.57,107.52,108.91,108.88,111.23,111.96,109.13,108.92,109.11,108.42,106.85,106.38,106.26,107.66,108.94,107.11,103.16,107.41,109.78,109.27,109.76,109.63,109.22,106.64,0.54,0.04,0.03,105.50,108.18,105.97,109.16,108.98,107.09,108.66,107.85,109.88,108.05,108.03,107.12,105.91,103.76,104.43,103.29,103.60,103.18,102.59,102.57,102.49,104.56,104.73,105.25,
327.00,117.35,116.86,115.44,115.47,115.79,116.65,115.56,116.74,116.67,119.35,120.04,116.79,116.58,117.13,116.18,114.64,114.16,113.84,115.38,116.86,114.71,110.75,115.45,117.28,117.23,117.40,117.63,116.83,114.16,0.57,0.05,0.03,113.18,115.88,113.85,116.98,116.91,115.24,116.39,115.47,117.67,115.70,116.01,114.59,113.48,111.26,111.94,110.85,111.35,110.53,110.16,110.06,109.96,112.05,112.36,113.08,
328.00,123.72,123.36,121.67,121.62,121.83,123.25,122.20,123.30,122.99,125.67,126.46,122.88,122.88,123.30,122.09,120.89,120.68,120.05,121.67,122.88,121.10,117.00,121.73,123.46,123.67,123.72,123.99,123.30,120.41,0.59,0.05,0.03,119.68,122.25,120.15,123.25,123.41,121.67,122.31,121.78,123.78,122.15,122.30,120.41,119.47,116.68,117.94,116.68,118.05,116.47,116.37,115.63,116.05,118.15,118.36,119.52,
329.00,128.50,127.96,126.41,126.13,126.92,128.09,126.83,128.12,127.62,130.60,131.38,127.74,128.09,127.99,126.98,125.18,125.60,124.71,126.75,127.74,125.96,122.00,126.48,128.33,128.64,128.67,128.62,128.38,125.22,0.60,0.05,0.04,124.34,126.72,125.08,127.91,128.16,126.05,127.62,126.81,128.44,127.22,127.03,125.17,124.08,121.08,122.60,121.38,122.96,121.12,121.03,120.50,120.35,122.66,123.13,123.95,
330.00,132.27,131.59,130.15,129.98,130.84,132.08,130.70,131.99,131.52,134.82,135.71,131.71,132.09,131.99,130.84,128.80,129.50,128.25,130.65,132.01,129.91,126.28,130.54,132.26,132.85,132.99,132.35,132.61,128.98,0.62,0.05,0.04,128.07,130.61,128.89,131.85,132.54,130.15,131.89,130.85,132.08,131.47,131.19,129.30,128.06,124.81,126.29,125.41,126.82,125.15,124.70,124.47,124.56,126.30,126.94,128.17,
331.00,135.31,134.33,132.86,132.45,133.75,134.62,133.51,134.67,134.39,137.91,138.47,134.53,135.25,134.88,133.74,131.40,132.59,131.36,133.50,134.89,132.35,128.98,133.40,135.31,135.38,136.10,135.30,135.53,131.69,0.63,0.04,0.04,131.18,133.24,131.69,134.76,135.54,132.83,134.64,133.89,134.76,134.74,133.84,132.61,130.98,127.70,129.28,128.31,129.30,128.10,127.43,127.34,127.34,128.93,129.89,131.10,
332.00,137.12,136.37,134.77,134.45,136.14,136.59,135.10,136.68,136.35,140.01,140.68,136.85,137.39,137.17,136.08,133.33,134.48,133.65,135.49,137.13,134.41,130.99,135.32,137.70,137.44,138.11,137.20,137.94,134.03,0.64,0.04,0.05,133.29,135.15,133.69,136.53,137.47,134.79,136.78,136.03,137.07,136.96,135.86,134.85,133.18,129.95,131.64,130.19,131.10,130.27,129.15,129.47,129.60,130.93,132.04,133.17,
333.00,138.22,137.10,135.90,135.35,137.05,137.42,136.08,137.68,137.47,141.21,141.61,138.18,138.57,138.36,137.33,134.65,135.29,134.61,136.37,138.27,135.29,131.80,136.14,138.93,138.52,139.30,138.34,139.03,134.91,0.65,0.03,0.06,134.19,136.04,134.54,137.63,138.70,136.06,138.02,137.08,138.21,138.10,137.09,136.19,134.16,131.37,133.07,131.46,131.71,131.36,130.30,130.70,130.82,131.99,133.60,134.10,
334.00,138.52,137.50,136.25,135.72,137.20,137.43,136.36,137.78,137.90,141.37,141.83,138.53,138.55,138.88,137.68,135.33,135.37,135.11,136.57,138.49,135.35,131.55,136.48,139.14,138.66,139.47,138.73,138.95,134.98,0.65,0.03,0.06,134.35,136.16,134.72,138.13,139.04,136.48,138.01,137.48,138.54,138.21,137.11,136.47,134.68,131.64,133.14,131.61,131.63,131.72,130.40,130.89,131.10,132.44,133.72,134.15,
335.00,139.83,138.90,137.77,136.99,138.31,138.60,137.43,138.70,139.29,142.42,142.86,139.58,139.58,139.93,138.90,136.69,136.40,136.64,137.52,139.78,136.45,132.58,137.53,140.32,139.68,140.27,140.37,139.97,136.05,0.64,0.04,0.07,135.61,137.18,136.05,139.29,139.97,137.67,139.29,138.45,140.02,139.29,138.41,137.52,135.96,132.87,134.39,132.67,132.77,132.97,131.60,132.04,132.23,133.41,135.03,135.42,
336.00,142.58,141.45,140.76,139.99,140.98,141.50,140.07,141.45,141.86,144.97,145.68,142.41,141.90,142.73,141.54,139.65,138.82,139.18,140.20,142.32,139.52,135.26,140.37,142.98,142.25,143.22,143.56,142.73,138.32,0.64,0.03,0.07,138.38,140.13,138.53,142.43,142.54,140.55,142.10,141.03,143.02,141.61,141.14,139.98,138.38,135.52,136.69,135.33,135.49,135.30,134.23,134.53,134.96,136.34,137.68,138.14,
337.00,146.07,144.86,144.39,143.84,144.34,145.03,144.06,144.92,145.43,148.50,149.21,145.89,145.18,146.09,144.92,143.24,142.41,142.52,143.74,146.02,143.30,138.80,144.01,146.13,145.79,146.79,147.12,146.32,141.79,0.66,0.03,0.07,141.87,143.70,142.01,146.01,146.01,143.94,145.68,144.46,146.36,145.14,144.42,143.41,141.80,138.82,140.02,138.92,139.03,138.57,137.77,137.91,138.18,139.71,141.12,141.81,
338.00,150.87,149.48,149.19,149.01,149.01,150.05,148.72,149.27,150.49,153.45,154.41,150.54,149.78,150.72,149.61,147.70,147.10,147.13,148.66,150.65,147.86,143.85,148.54,150.83,150.57,151.67,152.08,151.33,146.64,0.67,0.04,0.06,146.59,148.58,146.76,150.56,151.06,148.50,150.34,149.19,151.04,149.78,149.04,148.02,146.48,143.45,144.62,143.22,143.87,142.61,142.25,142.45,142.93,144.10,145.48,146.83,
339.00,157.05,155.60,155.37,155.37,155.38,156.34,154.98,155.71,156.77,160.01,161.05,156.60,156.15,156.91,155.45,153.71,153.49,153.17,154.94,157.28,154.20,150.32,154.62,157.13,156.68,158.12,158.23,157.92,152.75,0.69,0.04,0.06,152.92,155.02,152.99,156.93,157.27,154.67,156.53,155.63,157.34,155.91,155.44,154.52,152.37,149.35,150.67,149.31,149.98,148.36,148.37,148.31,148.86,149.90,151.88,153.48,
340.00,161.95,160.85,159.98,160.29,160.57,161.02,160.11,161.20,161.93,165.45,166.39,161.78,161.46,161.81,160.52,158.50,158.65,157.86,160.07,162.27,159.03,155.35,159.47,162.27,161.84,163.39,162.90,163.44,157.81,0.72,0.05,0.05,158.00,160.04,157.94,161.89,162.29,159.41,161.58,160.91,162.43,161.09,160.31,159.62,157.29,154.24,155.84,154.30,154.82,152.94,153.19,153.32,153.74,154.96,156.66,158.28,
341.00,164.07,163.39,162.37,162.60,163.35,163.66,162.56,163.75,164.67,168.27,168.98,164.13,164.17,164.26,163.10,160.73,161.06,160.18,162.37,164.78,161.30,157.81,161.67,164.98,164.47,165.76,165.00,165.94,160.88,0.74,0.06,0.05,160.50,162.22,160.49,164.20,165.02,162.05,164.39,163.50,165.05,164.00,162.83,162.26,160.10,156.82,158.47,156.70,157.26,155.31,155.66,155.96,156.24,157.47,159.05,160.53,
342.00,165.00,164.10,162.70,162.75,163.78,164.14,163.29,164.59,165.31,168.99,169.45,164.64,165.22,164.73,163.47,161.45,161.58,161.00,162.75,165.13,161.49,158.26,162.03,165.81,165.09,166.66,165.80,166.52,161.58,0.74,0.07,0.06,161.40,162.57,161.22,165.04,165.98,162.62,164.91,164.19,165.89,165.04,163.29,163.20,160.77,157.45,159.11,157.00,158.17,156.15,156.19,156.37,156.91,158.62,159.74,160.64,
343.00,166.02,165.62,163.81,163.61,164.91,164.94,164.35,165.87,166.16,169.91,170.76,165.73,166.58,166.03,165.01,162.68,162.92,161.89,163.70,166.71,162.73,158.98,163.64,167.14,166.09,167.79,166.57,167.37,162.65,0.74,0.06,0.07,162.49,163.56,162.31,166.33,167.03,163.96,166.23,165.41,166.83,166.25,164.04,164.46,162.12,158.32,159.83,158.17,159.11,157.85,157.34,157.62,157.75,160.06,160.95,161.33,
344.00,167.19,166.77,164.99,164.50,165.74,165.97,165.35,166.78,166.87,170.83,171.98,166.77,167.43,167.10,166.25,164.21,163.95,162.52,164.38,167.56,163.97,159.71,164.67,168.03,167.22,168.83,167.60,168.11,163.61,0.75,0.05,0.07,163.46,164.57,162.94,167.57,168.27,165.03,167.19,166.26,167.65,167.45,165.23,165.35,163.04,159.35,160.75,159.15,160.05,158.91,158.18,158.72,158.50,161.24,161.80,162.24,
345.00,168.81,167.93,166.49,165.97,166.86,167.28,166.65,168.12,167.88,172.12,173.18,167.98,168.84,168.55,167.51,165.60,165.48,164.00,165.80,168.76,165.58,160.67,166.02,169.22,168.44,169.74,169.10,169.03,165.05,0.74,0.04,0.07,164.69,165.98,164.07,169.11,169.66,166.21,168.32,167.45,168.85,168.61,166.70,166.65,164.52,160.77,161.76,160.44,161.17,160.56,159.44,159.73,159.54,162.71,163.37,163.58,
